network_id,community_user,community_referenced,id,original_tweet,translated_text,model_score,negativity_score_reviewer1,negativity_score_reviewer2,negativity_score_reviewer3
cop27,1,0,1594800218930814999,@JohnBarimo @MGSchmelzer @sendboyle @RealTadzioM @sustentioEU @wiebkemarie @MariusHasenheit @parents4future Method reduce earth temp in few months  Cop27 say we need $4200b investment in green energy to stop GW. Cop26 pledged $100 billions till now haven't been paid Paris agreement concealed the truth! Ukraine war revealed net_zero emission is mission Impossible,Method reduce earth temp in few months Cop say we need b investment in green energy to stop GW Cop pledged  billions till now havent been paid Paris agreement concealed the truth Ukraine war revealed netzero emission is mission Impossible,0.444732397794724,0.7,0.6,0.7
refugees,6,1,1352081009249017863,"@OscarsWild1 @Jamz129 @MikeDel21893959 @CallMeBlaise1 @GlennCarr6 @Jaisans @fergy1999 @BrknMan @ZombiePiano @glinch72 @JamesRider3 @Andrewemcameron @ClimatePatriot @4TimesAYear @aanthanur @aSinister @OfReason23 @craigthomler @IngersolRobert @Quantummist @BJChippindale @William87374681 @RustyAway @FChecker76 @Pure_Rajput1 @ItsTheAtmospher @SpurglyD @SlowMoneyGreen @Mark_A_Lunn @Climatehope2 @Universal_Probe @Tragicendgame @ID_The_grid @TruthStorm17 @equi_noctis @TheNotoriousRBF @PierreTherrie14 @AnthonyJames_01 @socratesccost @SuccubasT @DerrickBrunton2 @LordHiver @MelodyMac51 @LionStrike5 @aussie000050 @cjwcjw @BradVictor6 @geko214 @NASA @NASAClimate I’m waiting for him to sign the UN migration pact.  And open the floodgates.    There was a cracking article about climate migration the other day, you would of wet yourself laughing 😂",I’m waiting for him to sign the UN migration pact And open the floodgates There was a cracking article about climate migration the other day you would of wet yourself laughing,0.0916332304477691,0.4,0.3,0.9
refugees,6,1,1151861986168324096,"@R11RT @GWLarsson @KirkMMaxey @JaggerMickOZ @Jeanjeannie20 @GeoConservative @JuliePi31415926 @manifesto2000 @nemo_gratis @GillesnFio @Niggledom @DenisCoghlan @puntanenyahoo @SombreGreen @Tangomitteckel @Chrisgsy @tan123 @Soronya @DawnTJ90 @hoststhefartin1 @MurrayMack4 @kuhn_reinhard @SylviaD32911201 @Nc1908Neil @gjcats @Barbarajdurkin @javierchesimo @DarrinW74512672 @oldfosil66 @drwaheeduddin @YackyDoodleDnDy @KinkerMichards @eachus @2013Boodicca @heymikey80 @BarbaraMcK42 @dbirch214 @Lydienee @RogTallbloke @shookster1000 @JWSpry @Trismos @Leigh252425 @nobadgers @CymaticWave @Chaologistician @TheEndisFar @carlblom_robert @Canberroo Gasp. Do you mean it's just like the sites which push fake science, political propaganda from the @_IPCC, manipulated data, made-up hockey stick graphs, fraudulent predictions and evidence about the climate crisis, &amp; which try to link genocide and refugees to climate change?",Gasp Do you mean its just like the sites which push fake science political propaganda from the  manipulated data madeup hockey stick graphs fraudulent predictions and evidence about the climate crisis and which try to link genocide and refugees to climate change,0.808720052242279,0.9,0.8,0.8
donana,1,0,1631614003867787269,"💥DOÑANA, en peligro 💥 Nuevo intento electoralista de amnistía a los regantes ilegales en #Doñana🦩 Es la misma música que el año pasado, pero con distinta letra y no lo vamos a aceptar @JuanMa_Moreno @ppandaluz se burlan de la sociedad #SalvaDoñana FIRMA  ",Doñana in danger new electoral attempt at amnesty to illegal irrigators in is the same music that last year but with different lyrics and we will not accept it make fun of the firm society,0.846344828605652,0.7,0.7,0.6
refugees,6,1,1224707115937345537,"@DawnTJ90 @stevenmosher @Voight_Kampff_3 @5_cambridge @SpurglyD @Anthony_James_X @priscian @Curmudgeon1836 @TWTThisIsNow @BeerOClock7 @NikolovScience @robhon_ @Setophaga9 @Over400ppm @Dang83616 @DavidMichaelRi8 @ToneyBrooks @BArgentavis @jimdtweet @BubbasRanch @HuygensWill @zwerfkat @Zerilos @notGHGs @jgorman2424 @EthonRaptor @freddreise @eachus @ladyspat1 @caerbannog666 @Kenneth72712993 @SUFANbowserjr @Gladfly1 @FriendsOScience @rln_nelson @nevaudit @BernardoVerda @ElectricElecti1 @KCTaz @No1Trump @10kclimate @NicMCtheold @aSinister @CheezeWhiz_girl @TheDisproof @Dcoronata @jxavierf74 @LindsayyuleS @StormSignalSA @FNPGeorgeH Exactly, hence the amount of money been spent for this. Unfortunately, some scientists are on bord with them.   In the EU, they oficially declared climate emergency, which means anyone showing up at the border only needs to say climate refugee and they can not be refused entry.",Exactly hence the amount of money been spent for this Unfortunately some scientists are on bord with them In the EU they oficially declared climate emergency which means anyone showing up at the border only needs to say climate refugee and they can not be refused entry,0.444870710372925,0.6,0.4,0.6
refugees,6,1,1053782911965491200,"@IanJudgeLord @rdfrs @RichardDawkins Oh! OK we can stop with the graphs at 20 paces. Consider yourself the winner. We can debate CO2 all day. My original question was name ONE catastrophic event predicted that has ACTUALLY occurred. Remember 20ft sea level rise, the artic ice free, climate refugees, etc. etc. ",Oh OK we can stop with the graphs at  paces Consider yourself the winner We can debate CO all day My original question was name ONE catastrophic event predicted that has ACTUALLY occurred Remember ft sea level rise the artic ice free climate refugees etc etc,0.42420819401741,0.1,0.1,0.7
cop27,1,0,1590211681111937024,"At the launch of the SDG Summit in 2015, I premiered my poetry-based film Mother's Cry on @Slate Magazine with possibly the best headline ever!  Excited to announce it will screen during #COP27 as I launch it's #NFT!  @UNFCCC @ikonoTV @Create_2030 #creativeeconomy #climateart ",At the launch of the SDG Summit in  I premiered my poetrybased film Mothers Cry on Magazine with possibly the best headline ever Excited to announce it will screen during as I launch its ,0.0006627923576161,0.1,0.1,0
donana,1,0,1650854911498944515,"Tal cual, tanto destroza uno u otro, les da igual todo lo que no les genere a ellos o family&amp;friends beneficio directo cortoplacista, @PSOE  o @ppopular, da igual son la misma demagogia y el mismo mamoneo, y en breve hablaran del mar menor, con las elecciones y el calor ",As is so destroyed one or the other they don't care that they do not generate them or family short -compliance with a short -term direct benefit or no matter are the same demagogy and the same mamoneum and they will soon talk about the Mar Menor with the elections and heat,0.846442580223084,0.8,0.6,0.8
donana,0,1,1651911682682236929,Porqué ⁦@rtve⁩ evita dar en ⁦@telediario_tve⁩ el vínculo del hijo del ministro Planas con el comisario europeo? Para hacer electoralismo pro #Psoe con Doñana y poner en bandeja de plata ⁦d ⁦@LaHoraTVE⁩ el ataque al PP del inductor de la campaña. Increíble!! Ver #video 👇 ,Why avoids giving in the link of the son of Minister Planas with the European commissioner to do pro electoralism with doñana and put in the silver tray of the attack on the PP of the inducing of the incredible campaign to see,0.242736935615539,0.6,0.8,0.7
ipcc,1,0,1637876739576569865,"@verycentrist @25_cycle @GeraldKutney @IPCC_CH No, you’re not understanding the terms… What you want is an explanation for the mechanism of gravity… Gravity exists, it’s plain as day, go throw a baseball, that’s your proof it exists… I’m sorry we don’t have an explanation as to how it works",No you’re not understanding the terms… What you want is an explanation for the mechanism of gravity… Gravity exists it’s plain as day go throw a baseball that’s your proof it exists… I’m sorry we don’t have an explanation as to how it works,0.510903537273407,0.1,0.3,0.3
ipcc,1,0,1638169030803554305,@Laurie_Garrett @IPCC_CH We don’t need to do any of this. And we won’t. The pushback against the Climate Cult is just beginning. Those of us sane enough to recognize this as the grift that it is will prevail.,We don’t need to do any of this And we won’t The pushback against the Climate Cult is just beginning Those of us sane enough to recognize this as the grift that it is will prevail,0.189042195677757,0.1,0.6,0.9
donana,0,1,1565984796836249600,"➡️🌫Desaparece la última laguna permanente de Doñana por la sequía y la sobreexplotación de acuíferos   La laguna “ha terminado por secarse” y en estos días “ha quedado reducida a un pequeño charco en el centro”, informa el @CSIC  ","The last permanent lagoon of Doñana disappears due to the drought and overexploitation of aquifers La Laguna ""has ended up drying"" and these days ""has been reduced to a small puddle in the center"" reports the",0.71941214799881,0.8,0.4,0.6
refugees,1,6,1592380183235137536,"@EcoSenseNow . . . and we'll be looking at a sea level 400 feet higher than today. It might take a while, but we'll get there. Just 7 to 10 feet (by 2100) will be enough to force one to two billion climate refugees, and it may rise much faster than that.",   and well be looking at a sea level  feet higher than today It might take a while but well get there Just  to  feet by  will be enough to force one to two billion climate refugees and it may rise much faster than that,0.135400891304016,0.8,0.2,0.5
refugees,6,1,1389655168703156229,"@TheDisproof @ozzorro1 @MaxFichtner @IngersolRobert @MedBennett @ClimateCatastr3 @MikeDel21893959 @Barrtecforever @CanadianSence @FehringerMartin @d_e_mol @noturbine @RuleByLogic @RijpeW @bendynaa @Barbarajdurkin @DerPloom @SENAustralia @RUDOLFJ15 @markcojuangco @RoyPentland @Narvuntien @Pylon54 @platospal @no2wind @Climatehope2 @DawnTJ90 @MLiebreich @TrevorDKidd1 @davidofbuderim @fishyfish67 @Boydist @cjtjgeol @BrunoFinn @dodgydingo1 @CogitoErgoSumAu @aSinister @ChrisBBacon3 @74PVAN @EnergyJvd @FilmFlic @NelsonAlmUK @RustyAway @FeralFox3 @AlaMerQld @PaprikaLady @SharkSandwhich @StormSignalSA @MikeBensons57 @Jamz129 Climate is dynamic it changes all the time. Nature isn't static. Get some history lessons about the warm periods with high cultures rising and the cold periods with famine, migration and wars Learn a little about the previous ice ages and the periods between then climate relax",Climate is dynamic it changes all the time Nature isnt static Get some history lessons about the warm periods with high cultures rising and the cold periods with famine migration and wars Learn a little about the previous ice ages and the periods between then climate relax,0.1347266882658,0.2,0.2,0.5
ipcc,0,1,1637843154324930561,"@M17828764Marion @JaapTitulaer @ed_hawkins @IPCC_CH Please, tell me that you are not copying graphs + arguments from our more troublesome weatherman.  @theresphysics Here comes the cloud argument again. It is as if time did not pass for denialism.  The Groundhog Day... Again ",Please tell me that you are not copying graphs  arguments from our more troublesome weatherman Here comes the cloud argument again It is as if time did not pass for denialism The Groundhog Day Again,0.797139644622803,0.2,0.6,0.7
ipcc,0,1,1638293663535988737,"@concernd4US @fantasyFFFreak @IPCC_CH 😂😂😂 I can’t with you guys, Leonard Nimoy is an actor (Dr Spock/ Star Trek) not a scientist, I see no credible scientific source who had backed this video. The prediction of an actor, is fake news or more than news fiction",I can’t with you guys Leonard Nimoy is an actor Dr Spock Star Trek not a scientist I see no credible scientific source who had backed this video The prediction of an actor is fake news or more than news fiction,0.903013408184052,0.7,0.8,0.6
ipcc,0,1,1638584930392317953,"@jorgeneutrino @benignoak @IPCC_CH It's about the rate of change.  It's how fast it's changing, it's never changed this fast. Evolution takes thousands of years to adapt to new temperatures.  Do we agree on that?",Its about the rate of change Its how fast its changing its never changed this fast Evolution takes thousands of years to adapt to new temperatures Do we agree on that,0.201794341206551,0.2,0.1,0.1
cop27,1,0,1591509476594667522,"400 private jets in Egypt for #COP27 as Delegates are accused of 'hypocrisy' Not #Hypocrites, they know exactly what they’re doing! They don’t give a damn abt us, conservatives or liberals Humanity has a choice: cooperate or perish~@UN chief Antonio Guterres #ClimateHoax  ", private jets in Egypt for as Delegates are accused of hypocrisy Not  they know exactly what they’re doing They don’t give a damn abt us conservatives or liberals Humanity has a choice cooperate or perish chief Antonio Guterres,0.705864429473877,0.9,0.9,0.6
ipcc,0,1,1638221697320108034,"@asddsaqwerty @GingerMarieAre @antonioguterres @IPCC_CH Did you notice that graph ends in 1885, almost 140 years ago and well before the HUGE increase in global temperatures?  Be sure to vet sources for bias and factual accuracy, do you can avoid sharing misinformation like that chart.  Thank you. 👍",Did you notice that graph ends in  almost  years ago and well before the HUGE increase in global temperatures Be sure to vet sources for bias and factual accuracy do you can avoid sharing misinformation like that chart Thank you,0.30619940161705,0.6,0.8,0.3
donana,0,1,1089086284990242816,"@el_pais @bogoroditzaDina El delegado del gobierno debería ayudar a sellar todos los pozos ilegales en lugar de mirar para otro lado. La permisividad de los gobiernos en este asunto, en cualquier punto del pais (Doñana, etc, etc) les hace complices de esta desgracia. @radiocable @juralde @mariapuntoes",The Government delegate should help seal all illegal wells instead of looking the permissiveness of governments in this matter in any point of the country doñana etc etc etc etca makes them complications of this misfortune,0.619396507740021,0.4,0.3,0.7
refugees,6,1,1548357938728747011,"@jimdtweet @TullimonstrumC @Gladeskat @RstrixxX @Michael_D_Crow @GaryNotHairy @Jeffrey75327765 @3GHtweets @MarkThomasIw @Pinheir58339900 @robhon_ @TWTThisIsNow @aSinister @Devonian1342 @Kenneth72712993 @FriendsOScience @BubbasRanch @fishyfish67 @ejwwest @priscian @2aQueer @JusticeTrudeau @IBergwiesel @Mark_A_Lunn @jwickers @AGWisScience @CDMarshall7 @Veritatem2021 @joseph_postma @NoelTurner194 @GeraldKutney @ClimatePoet @Gordon_DHG @BointonGiles @Doctordapp @jefftonna1 @nicolaennio @USNA_73 @d_e_mol @EthonRaptor @Cris_Paunescu @GZzyzyx @akaelwopo1 @RushhourP @drochir_thonnuk @Trudy72842064 @verycentrist @RoelofBoer @LibsOwner @Stephen90045069 Wrong, civilizations never need a stable climate. Only those who refuse to evolve and adapt claim otherwise and subsequently fall prey to natural selection. Civilizations always rely on chaotic and non-linear climates to evolve and adapt. Migration is also part of evolution.",Wrong civilizations never need a stable climate Only those who refuse to evolve and adapt claim otherwise and subsequently fall prey to natural selection Civilizations always rely on chaotic and nonlinear climates to evolve and adapt Migration is also part of evolution,0.821185767650604,0.6,0.1,0.3
donana,1,0,1492158418211282948,Doñana está en peligro. El mayor humedal de Europa podría desaparecer debido a la propuesta de @ppandaluz para legalizar los regadíos y pozos ilegales que atentan contra este Patrimonio de la Humanidad. ¡Firma para evitarlo! #DoñanaAmnistíaNo ,Doñana is in danger the largest wetland in Europe could disappear due to the proposal to legalize the irrigation and illegal wells that threaten this World Heritage Signature to avoid it,0.852330446243286,0.6,0.1,0.6
refugees,6,1,1512427618523615233,"@ThusSpokeStella @ClimateHuman @igorsushko There is the biggest refugee crisis in Europe since WW2 and we have to deal with fascism once again.   Sure, this isn't to diminish the threat from climate change but the threat level from the Ukraine conflict is much much higher right now.",There is the biggest refugee crisis in Europe since WW and we have to deal with fascism once again Sure this isnt to diminish the threat from climate change but the threat level from the Ukraine conflict is much much higher right now,0.898600697517395,0.9,0.9,0.4
refugees,1,6,1029592530084552705,"@DavidStaplesYEG @LukaszukAB Maybe it has other causes too, like me &amp; other Canadians saying people are welcome here. But get ready, because the planet will be swarming with millions of climate refugees &amp; asylum seekers soon, coming in overcrowded boats. I say welcome-some say they don't deserve what we have",Maybe it has other causes too like me and other Canadians saying people are welcome here But get ready because the planet will be swarming with millions of climate refugees and asylum seekers soon coming in overcrowded boats I say welcomesome say they dont deserve what we have,0.544718563556671,0.7,0.4,0.4
ipcc,1,0,1638544144984424451,"@Guillaume0905Kl @IPCC_CH @DominikaLasota1 @Luisamneubauer @GretaThunberg @Greenpeace @vanessa_vash @Riseupmovt @DeutscheWelle @guardian @UNClimateSummit @nowthisnews You're talking garbage. It's not possible to live without fossil fuels. Millions would die Manufacturing would stop, distribution of All supplies would stop, no more ships or planes. No electronic equipment, clothes. Here's just a few of the things you wouldn't have anymore ",Youre talking garbage Its not possible to live without fossil fuels Millions would die Manufacturing would stop distribution of All supplies would stop no more ships or planes No electronic equipment clothes Heres just a few of the things you wouldnt have anymore,0.943847954273224,0.8,0.8,0.9
cop27,0,1,1590038797613682688,"@HgoKrger1 @curryja I am speaking to the point. You claim to know something about the peer-review process ... so, an obvious question is how many per-reviewed papers have you.  If the answer is NONE, how do you know anything about peer review?  #ClimateBrawl #ClimateCrisis #ClimateEmergency",I am speaking to the point You claim to know something about the peerreview process  so an obvious question is how many perreviewed papers have you If the answer is NONE how do you know anything about peer review,0.437590926885605,0.2,0.7,0.5
ipcc,0,1,1638900658349789185,@Andy_May_Writer @ThruNoiz @curryja Their paper showed an temp rise of 2.3C with doubling of CO2. Within the the IPCC range.   “Our result of 2.3 K is within 0.1 K of values obtained by two other groups as well”?,Their paper showed an temp rise of C with doubling of CO Within the the IPCC range “Our result of  K is within  K of values obtained by two other groups as well”,0.0073034209199249,0.2,0.1,0
refugees,1,6,1467996285630390272,@Tangomitteckel @ejwwest @glinch72 @ZombiePiano @jpgcrowley @bashannon @JohnDublin10 @variegated2 @njbtweet @Hirdman @VictorJennpaul @TheKingsTrigger @RijpeW @B_Bolshevik100 @priscian @BL20422822 @JR4_Truth @Neilcharles1450 @LouisCy72344053 @aSinister @MikeDel21893959 @vynerdale @FriendsOScience @MarionMartin199 @Anna98831 @HernandezSteele @d_e_mol @roger_clague @DocSnow1 @27Legin @OscarsWild1 @BJChippindale @Anthony04821617 @Ceist8 @FChecker76 @TomPlesier @Michael_56 @jonwaldron @Veritatem2021 @RoyPentland @scientist_for @BubbasRanch @jefftonna1 @ImRusts @fagandr1 @FillmoreWhite @Lo_VVriter @Spencerfletch0 @Realnotdreamer If Americans retreat from their coastline and  allow the Midwest and California to burn to a cinder there will be millions of climate refugees all travelling north. In that case China will be in even worse shape.,If Americans retreat from their coastline and allow the Midwest and California to burn to a cinder there will be millions of climate refugees all travelling north In that case China will be in even worse shape,0.902314603328705,0.4,0.5,0.5
cop27,1,0,1565025530667323393,@WAPFLondon @IamBrookJackson @CriticalSway @bell00david @NoorBinLadin @sophielouisecc @mariaaazeee @ZelenkoZev @TulsiGabbard @birb_k @NickHudsonCT @B33Mello @RobertKennedyJr @RealGeorgeWebb1 @OzraeliAvi @Lewis_Brackpool @therealrukshan @AndrewLawton @TheNickFCerutti @kiansimone44 @Stuckelberger @jamesroguski @maryhollandnyc @TamaraUgo @maureen_bannon @solari_the @AmericanMD @TuckerToday @SimoneKerseboom @drariyanalovely @drvandanashiva @FreeManReporter @MaxBlumenthal @Lukewearechange @MikhailaFuller @JamesMelville @thecoastguy @pretpat @KimIversenShow @johnpilger @MRobertsQLD @SenRonJohnson @EpochTimes @loffredojeremy @lincolnmjay @ThevoiceAlexa @WesternU @pfizer @ShabnamPalesaMo WorldEconom*cForum 2 remove genes u have so make u a Vegan 4 ClimateCrisis.Without Consent not clear nor where from like #billgates a mbr GMO mosquitoes🦟or Lonestar Tic a bite from makes u allergic 2 meat🍖that's spreading 2 north,WorldEconomcForum  remove genes u have so make u a Vegan  ClimateCrisisWithout Consent not clear nor where from like a mbr GMO mosquitoesor Lonestar Tic a bite from makes u allergic  meatthats spreading  north,0.786719083786011,0.6,0.6,0.8
donana,1,0,1512502615514435586,"Para rematar la semana, más voces que se alzan contra la ley de #Amnistía de los ilegales de #Doñana impulsada por @JuanMa_Moreno y @ppandaluz. Los científicos de la @ebdonana alertan del impacto que tendrá sobre los ecosistemas naturales y los propios agricultores. #SalvaDoñana ",To finish the week more voices that rise against the law of the illegal promoted by and scientists of the alert of the impact it will have on the natural ecosystems and the farmers themselves,0.46300944685936,0.4,0.2,0.7
refugees,1,6,1147336734197370880,"@zipowitz @DCottrell1956 @JoePubl39828914 @DawnTJ90 @CheezeWhiz_slut @Gladfly1 @badmoonrising11 @struikmans @MedBennett @redlich_dennis @PolAnimalAus @MATTP1949 @dunvirkin @EcoSenseNow @Kenneth72712993 @ClimatePoet @rln_nelson @DByfacts @3GHtweets @JPolov @JordanHarrisEsq @Ensneef @milneorchid @Trismos @anthony_p_james @dvibrationz @jk76022 @Tangomitteckel @gjcats @solarpapst @DonWils13730132 @bendynaa @Bananenrijperij @Tokyo_Tom @tom_blanchfield @Silence54994655 @DubiBoat @EthonRaptor @JJCrosstrainers @JimBob87966760 @cookglads @DarrenBurchill @MaineEli @d_e_mol @fleuryest @n_the_mountains @lunatictrader1 @Sanity1013 @GillesnFio @JamesAbbott2013 Jim, you are just stupid and unaware. There are more climate refugees. One of the reasons for immigrants coming to US. There have been record fires in CA and arctic and around the world. Ice is melting at poles and in glaciers. How can you not know this? Moron.",Jim you are just stupid and unaware There are more climate refugees One of the reasons for immigrants coming to US There have been record fires in CA and arctic and around the world Ice is melting at poles and in glaciers How can you not know this Moron,0.892271757125855,0.7,0.7,1
ipcc,1,0,1637408667174682625,"@UNEP @IPCC_CH @andersen_inger Weak, corrupt people who clearly doesn't understand science pushing the CCP funded #ClimateFRAUD - Is it safe to say the CCP have bought them? Are they just criminals, or are they also traitors? ",Weak corrupt people who clearly doesnt understand science pushing the CCP funded  Is it safe to say the CCP have bought them Are they just criminals or are they also traitors,0.928926765918732,0.9,0.9,1
cop27,0,1,1594212021880426496,@Isawhitney2 @BaboonQueen @bjames280961 @ExtinctionR @XRebellionUK @JustStop_Oil @InsulateLove @piersmorgan @TalkTV @susannareid100 @edballs @XRWandsworth @XrSouthEastUK @ScotlandXr But what BJ suggests is #ClimateAction denies majority world countries the chance to develop out of poverty (like we’ve already done).  + he denies that #GlobalSouth countries are suffering from #ClimateBreakdown NOW.  The abused wife at the hands of the alcoholic husband 🥲  2/n,But what BJ suggests is denies majority world countries the chance to develop out of poverty like we’ve already done  he denies that countries are suffering from NOW The abused wife at the hands of the alcoholic husband n,0.888146936893463,0.4,0.9,0.8
donana,1,0,1652743685874888706,"@JuanMa_Moreno @rafaruiz07 @ppdelospalacios @ppandaluz @RicardoS2019 @PPdeSevilla Va a comprar fresas y frutos rojos de huelva TPM. DOÑANA NO SE TOCA, ya está bien de explotarla. Comprare fresas si hace falta de Francia, pero no pienso contribuir a la destrucción de Doñana.","You are going to buy strawberries and red fruits of Huelva TPM Doñana, it is not touched, it is good to explode it, I will buy strawberries if it is lacking from France but I do not plan to contribute to the destruction of Doñana",0.260176241397858,0.2,0.7,0.7
ipcc,1,0,1638988111584567296,"@KennethBondo @MaguaSif @micael_micl @KBRH87 @IPCC_CH Ja, hvor er det synd for os at vejret ændrer sig til fordel for de fattigste i verden. Mig, mig, mig her i lille Danmark. Verdens navle. 🙃🎬 Jeg køber ikke præmissen om at hvis vi giver politikerne nogle flere penge, så løser de det. Det som katolske afladsbreve. 😂",Yes where is it a shame for us that the weather changes in favor of the poorest in the world me me me here in small denmark world navel I do not buy the premise that if we give the politicians some more money then they solve it it as a Catholic indulgence letter,0.779644668102264,0.6,0.8,0.6
donana,1,0,1636019064257622018,👂@JuanMa_Moreno escucha 🙏 a científic@s como Eloy Revilla director de @ebdonana 🐱 La propuesta del @ppandaluz va a dañar #Doñana y va a traer al territorio:  📌Tristeza 📌Desesperanza 📌Miedo  📌Angustia 📌Pesadumbre 📌Injusticia  NO es futuro para #Doñana🦩ni sus ciudadanos🫶 ,Listen to scientists as Eloy Revilla Director of the proposal of the will damage and will bring to the territory sadness despair Fear of anxiety anxustice is not future for or its citizens,0.67063170671463,0.8,0.9,0.8
donana,0,1,1085638371362422789,"@Alvisepf @Pablo_Iglesias_ @Irene_Montero_ @ecologistas @greenpeace_esp @PSOE Ahí tienen el caso del desbordamiento del recrecido irregular de la balsa venenosa de Aznalcóllar por desidia de admón PSOEA que llegó hasta el mismo corazón de Doñana, mientras el ecologismo patrio guardaba silencio y se le llenaba la boca con Prestige (admón PP+aytos costeros).",There they have the case of the overflow of the irregular recast of the poisonous balsa of Aznalcóllar due to the laziness of Admón PSOEA that reached the same heart of Doñana while the national environmentalism kept silent and filled his mouth with prestige Admón Ppaytos Costeros,0.65275102853775,0.6,0.9,0.7
cop27,0,1,1587976188768944130,@CinderPugs @SkyNewsAust Failure to transition 15+ years ago is why there is an energy crisis &amp; increasing extreme weather.  Fossil Fools &amp; Nuclear Nuts trusted monopolies risking humanity’s future for profit. Burning fossil fuel is to humanity as a large meteor was to the dinosaurs!  #ClimateCrisis,Failure to transition  years ago is why there is an energy crisis and increasing extreme weather Fossil Fools and Nuclear Nuts trusted monopolies risking humanity’s future for profit Burning fossil fuel is to humanity as a large meteor was to the dinosaurs,0.846229255199432,0.8,0.8,0.9
ipcc,0,1,1637851484506271744,"@multiplexer175 @useful_eater @UN @antonioguterres @IPCC_CH Averages and data are more useful than a photo of a rock in tidal waters…  At the time of its construction, the Thames barrier was expected to be used 2–3 times per year. By the mid-2000s it was being operated 6–7 times a year.  ",Averages and data are more useful than a photo of a rock in tidal waters… At the time of its construction the Thames barrier was expected to be used – times per year By the mids it was being operated – times a year,0.1468406021595,0.2,0.2,0.2
ipcc,1,0,1637745454837366786,@LaBsqueda3 @ed_hawkins @IPCC_CH Are you really that silly? They use that time period because in 20thC that was the period of cooling post 1930/40s heat. It has nothing to do with science it's preposterous nonsense to use a 30yr period in one century as a basline for CAGW.,Are you really that silly They use that time period because in thC that was the period of cooling post s heat It has nothing to do with science its preposterous nonsense to use a yr period in one century as a basline for CAGW,0.803201854228973,0.1,0.7,0.8
ipcc,0,1,1637740329972498432,@JaapTitulaer @M17828764Marion @ed_hawkins @IPCC_CH Of course. You don't know what correlation means. Temperature anomaly according to the graph of the NASA article linked above.  2003 +0.62ºC 2022 +0.89ºC  The increase in temperatures has risen by +43.5% in the last 20 years.,Of course You dont know what correlation means Temperature anomaly according to the graph of the NASA article linked above  ºC  ºC The increase in temperatures has risen by  in the last  years,0.288472294807434,0.4,0.1,0.5
refugees,1,6,1563669259007725568,"@ABDanielleSmith @SheilaGunnReid @JustinTrudeau @s_guilbeault This is literally the stupidest thing I have ever seen? How are you a serious candidate? What will you say when climate refugees, from within Canada and around the world, start spilling into Alberta as they flee drought, floods, famine? You’re living a dangerous dream.",This is literally the stupidest thing I have ever seen How are you a serious candidate What will you say when climate refugees from within Canada and around the world start spilling into Alberta as they flee drought floods famine You’re living a dangerous dream,0.971972405910492,0.8,0.8,1
donana,0,1,1555211644292272128,@PSOE @NadiaCalvino @DebatAlRojoVivo Las exclusivas vacaciones de 20 días de Pedro Sánchez y su mujer Begoña Gómez y el coste que suponen PSOE  en dos palacios: en el lujoso complejo de La Mareta en Lanzarote y en el Palacio de las Marismillas en Doñana  #SanchezDimision  ,The exclusive holidays of Pedro Sánchez and his wife Begoña Gómez and the cost that PSOE supposes in two palaces in the luxurious complex of the Mareta in Lanzarote and in the Palace of the Marismillas in Doñana,0.0196537785232067,0.2,0.1,0.7
donana,0,1,1436117581631418370,@CHFSM @JuanMa_Moreno @Plan_INFOCA Te recuerdo que los dos mayores incendios en la historia de esta comunidad fueron en entorno de Doñana (preparque cadi destruido) y el de la Sierra de Huelva con Sevilla (casi 22.000 has este último) fueron con la amiga Susana.,I remind you that the two greatest fires in the history of this community were in the environment of Doñana prepared cadi destroyed and that of the Sierra de Huelva with Seville almost the latter went with the friend Susana,0.0319530442357063,0.7,0.2,0.6
ipcc,1,0,1638261596479803402,"@uksciencechief @IPCC_CH Sir Patrick - ‘the science’ is by no means clear.   The ‘models’ can’t even accurately predict the past, never mind the future.   This is all nonsense. You know it. We know it. You know we know it and still you persist.  #ClimateScam",Sir Patrick  ‘the science’ is by no means clear The ‘models’ can’t even accurately predict the past never mind the future This is all nonsense You know it We know it You know we know it and still you persist,0.870812952518463,0.8,0.6,0.8
cop27,0,1,1581530818542870530,@mattjcan see.  No #coal power required to run an #Australian home.  Or a car for that matter.  #solar can do it all.  Sad that the lst 10 yrs of government tried everything to stop the future. #ClimateCrisis #auspol ,see No power required to run an home Or a car for that matter can do it all Sad that the lst  yrs of government tried everything to stop the future,0.725595831871033,0.6,0.4,0.4
ipcc,1,0,1638234806562754560,"@TheOtherIndrani @AlboMP increasing warming levels? Reality check: @IPCC_CH 2014 AR5 report gave us key metric of 1.1C rise in GAST since start of industrial era (c 1850). Now in 2023, we have AR6 and we're told GAST has risen, YES, 1.1 degrees. Using @IPCC_CH own numbers, NO WARMING for 9 yrs  #auspol",increasing warming levels Reality check  AR report gave us key metric of C rise in GAST since start of industrial era c  Now in  we have AR and were told GAST has risen YES  degrees Using own numbers NO WARMING for  yrs,0.08163583278656,0.2,0.1,0.5
refugees,6,1,1049032001062236160,"@AtomsksSanakan @datachck @djmer1 @charlesarthur @_richardblack So you believe the consensus, which means you believe that the predicted climate disasters that haven't happened, have happened, e.g. ice-free Arctic, 50M climate refugees to name just 2. Who's the denier?",So you believe the consensus which means you believe that the predicted climate disasters that havent happened have happened eg icefree Arctic M climate refugees to name just  Whos the denier,0.569075703620911,0.4,0.4,0.7
